,5_ADMINISTRATIVE DATA_Security Classification,10_ADMINISTRATIVE DATA_Type of Action,102_ADMINISTRATIVE DATA_Agency Serial Number,107_ADMINISTRATIVE DATA_Authorization Date,110_EMISSION CHARACTERISTICS_Frequency(ies),110_EMISSION CHARACTERISTICS_Frequency(ies),113_EMISSION CHARACTERISTICS_Station Class,114_EMISSION CHARACTERISTICS_Emission Designator,115_EMISSION CHARACTERISTICS_Transmitter Power,117_EMISSION CHARACTERISTICS_Effective Radiated Power,140_TIME/DATE INFORMATION_Required Date,141_TIME/DATE INFORMATION_Expiration Date,143_TIME/DATE INFORMATION_Revision Date,200_ORGANIZATIONAL INFORMATION_Agency,203_ORGANIZATIONAL INFORMATION_Bureau,300_TRANSMITTER LOCATION DATA_State/Country,301_TRANSMITTER LOCATION DATA_Antenna Location,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,304_TRANSMITTER LOCATION DATA_Call Sign,356_TRANSMITTER ANTENNA DATA_Antenna Structure Height,358_TRANSMITTER ANTENNA DATA_Antenna Elevation,359_TRANSMITTER ANTENNA DATA_Antenna Feedpoint Height,803_ADDITIONAL INFORMATION_Requestor Data,901_ADDITIONAL INFORMATION_Record Status,911_ADDITIONAL INFORMATION_Date of Last Transaction,924_ADDITIONAL INFORMATION_Data Source Indicator,927_ADDITIONAL INFORMATION_Date of Entry,963_ADDITIONAL INFORMATION_FCC File Number,110_EMISSION CHARACTERISTICS_Frequency(ies),306_TRANSMITTER LOCATION DATA_Authorized Radius,362_TRANSMITTER ANTENNA DATA_Antenna Orientation,403_RECEIVER LOCATION DATA_Antenna Coordinates,403_RECEIVER LOCATION DATA_Antenna Coordinates,404_RECEIVER LOCATION DATA_Call Sign,458_RECEIVER ANTENNA DATA_Antenna Elevation,459_RECEIVER ANTENNA DATA_Antenna Feedpoint Height,354_TRANSMITTER ANTENNA DATA_,355_TRANSMITTER ANTENNA DATA_Antenna Structure Nomenclature,357_TRANSMITTER ANTENNA DATA_Antenna Gain,360_TRANSMITTER ANTENNA DATA_Antenna Horizontal Beamwidth,400_RECEIVER LOCATION DATA_State/Country,401_RECEIVER LOCATION DATA_Antenna Location,406_RECEIVER LOCATION DATA_Authorized Radius,456_RECEIVER ANTENNA DATA_Antenna Structure Height,457_RECEIVER ANTENNA DATA_Antenna Gain,454_RECEIVER ANTENNA DATA_Antenna Name,455_RECEIVER ANTENNA DATA_Antenna Nomenclature,460_RECEIVER ANTENNA DATA_Antenna Horizontal Beamwidth,103_ADMINISTRATIVE DATA_IRAC Docket Number,130_TIME/DATE INFORMATION_Time,144_TIME/DATE INFORMATION_Approval Authority Indicator,340_TRANSMITTER EQUIPMENT_Equipment Nomenclature,373_TRANSMITTER ANTENNA DATA_JSC Area Code,402_RECEIVER LOCATION DATA_Receiver Control,462_RECEIVER ANTENNA DATA_Antenna Orientation,463_RECEIVER ANTENNA DATA_Antenna Polarization,473_RECEIVER ANTENNA DATA_JSC Area Code,500_SUPPLEMENTARY DETAILS_IRAC Notes,503_SUPPLEMENTARY DETAILS_Agency Free-text Comments,511_DataNumberSFAFItem_Major Function Identifier,512_DataNumberSFAFItem_Intermediate Function Identifier,513_DataNumberSFAFItem_Detailed Function Identifier,520_DataNumberSFAFItem_Supplementary Details,956_ADDITIONAL INFORMATION_Agency Action Number,142_TIME/DATE INFORMATION_Review Date,202_ORGANIZATIONAL INFORMATION_Unified Command Service,204_ORGANIZATIONAL INFORMATION_Command,205_ORGANIZATIONAL INFORMATION_Subcommand,206_ORGANIZATIONAL INFORMATION_InstallationManager   Frequency,207_ORGANIZATIONAL INFORMATION_Operating Unit,"341_TRANSMITTER EQUIPMENT_NumberName   of Stations, System",343_TRANSMITTER EQUIPMENT_EquipmentIdentificationCertificationNumber,440_RECEIVER EQUIPMENT_Equipment Nomenclature,443_RECEIVER EQUIPMENT_EquipmentIdentificationCertificationNumber,501_SUPPLEMENTARY DETAILS_Notes free-text Comments,701_OTHER ASSIGNMENT IDENTIFIERS_Frequency Action Officer,702_OTHER ASSIGNMENT IDENTIFIERS_Control/Request Number,928_ADDITIONAL INFORMATION_Date of Receipt,118_EMISSION CHARACTERISTICS_Power/ERP Augmentation,209_ORGANIZATIONAL INFORMATION_AreaOtherAFC/DoDOrganizationsAFC,345_TRANSMITTER EQUIPMENT_Radar Tunability,346_TRANSMITTER EQUIPMENT_Pulse Duration,347_TRANSMITTER EQUIPMENT_Pulse Repetition Rate,502_SUPPLEMENTARY DETAILS_Description of Requirement,342_TRANSMITTER EQUIPMENT_Aircraft Nautical Mile Value,958_ADDITIONAL INFORMATION_Routine Agenda Item,208_ORGANIZATIONAL INFORMATION_User Net/Code,442_RECEIVER EQUIPMENT_Aircraft Nautical Mile Value,147_TIME/DATE INFORMATION_Joint Agencies,506_DataNumberSFAFItem_Paired Frequency,361_TRANSMITTER ANTENNA DATA_Antenna Vertical Beamwidth,116_EMISSION CHARACTERISTICS_Power Type,461_RECEIVER ANTENNA DATA_Antenna Vertical Beamwidth,201_ORGANIZATIONAL INFORMATION_Unified Command,349_TRANSMITTER ANTENNA DATA_Sidelobe Suppression,302_TRANSMITTER LOCATION DATA_Station Control
168,UE ,N ,AF  160103 ,20160630 ,M1030 ,1030.0,"['ALTM ', 'ALTM ']","['11M30V1D ', '23M40V1D ']","['W.03 ', 'W.03 ']",,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,FRRS ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233757 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS INTERROGATOR FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1090,AF  160105 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"301-342-1194, DSN 342-1194. 
ASSIGNMENTS. NON-STAGE 4 CERTIFIED TRANSPONDER/PLATFORM COMBINATION 
CERTIFIED TRANSPDRS EQUIPPED ON CERTIFIED PLATFORMS WITH EXISTING 
DIRECT-CONNECT MAINTENANCE CHECKS. MODE 1 OR 2 TEST CANNOT BE USED 
DURING PRE-FLT TEST AND MODE 5 TEST CANNOT BE USED DURING MAINTENANCE. 
INVOLVES TS-4530A IFF TEST SET ACTING AS THE INTERROGATOR AT DOVER AFB. 
MODE 5 RADIATION IS LIMITED TO PRE-FLT TEST AND SHALL BE CONDUCTED ONE 
OR 2 RADIATION TEST TO VERIFY SYSTEM PERFORMANCE AT END OF 
REQUIRE SEPARATE GROUND TEST ASSIGNMENTS. MODES 3/A, C, AND S SHALL BE 
STOP BUZZER POC IS COMMAND POST 302-677-4201. MIDLANT CONCUR. GODDARD 
TEST SET IS ONLY AUTHORIZED TO PERFORM EQPT CHKS ON SPS STAGE-4 
TEST WILL INVOLVE EITHER MODE 1 OR MODE 2,BUT NOT BOTH MODES 1 AND 2. 
TESTED VIA DIRECT-CONNECT METHOD. TESTING IS LIMITED TO A SINGLE MODE 1 
TIME WITH ENGINES RUNNING TO VERIFY CRYPTO KEYMAT LOAD. THE NUMBER OF 
TS-4530A TEST SETS OPERATING AT ANY GIVEN TIME WILL NOT EXCEED 2 UNITS. ",MHB ,20260630 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436AW '],"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160508 ']",T08 ,AFAMC 16-0002 ,20160531 ,,,FX ,"['0.785 ', '1.0625 ']","['235 ', '225 ']",,3 ,A ,,,,,,,,,,
169,UE ,N ,AF  160104 ,20160630 ,M1030 ,1030.0,['ALTM '],['11M50V1D '],['W.03 '],,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,FRRS ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233758 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS INTERROGATOR FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1090,AF  160105 ', 'ASSOCIATED WITH M1030,AF  160103 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"ASSIGNMENTS. NON-STAGE 4 CERTIFIED TRANSPONDER COMBINATIONS REQUIRE 
CERTIFIED TRANSPONDERS EQUIPPED ON CERTIFIED PLATFORMS, WITH EXISTING 
GODDARD 301-342-1194, DSN 342-1194. 
INVOLVES TS-4530A IFF TEST SET ACTING AS THE INTERROGATOR AT DOVER AFB. 
RADIATION IS LIMITED TO PRE-FLIGHT TESTS AND SHALL BE CONDUCTED 1 TIME 
SEPARATE GROUND TEST ASSIGNMENTS. ASSIGNMENT IS FOR MODE 4 ONLY. MODE 4 
TEST SET IS ONLY AUTHORIZED TO PERFORM EQUIPMENT CHECKS ON SPS STAGE 4 
TS-4530A/UPM TEST SETS OPERATING AT ANY GIVEN TIME WILL NOT EXCEED 2 
UNITS. STOP BUZZER POC IS COMMAND POST 302-677-4201. MIDLANT CONCUR. 
WITH ENGINES RUNNING TO VERIFY CRYPTO KEYMAT LOAD. THE NUMBER OF ",MHB ,20260630 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436AW '],"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160511 ']",T08 ,AFAMC 16-0002 ,20160531 ,,,FX ,['0.485 '],['235 '],,3 ,A ,,,,,,,,,,
170,UE ,N ,AF  160105 ,20160630 ,M1090 ,1090.0,"['ALTM ', 'ALTM ', 'ALTM ']","['10M20M1D ', '10M60M1D ', '19M30V1D ']","['W.03 ', 'W.03 ', 'W.03 ']",,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,FRRS ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233765 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS TRANSPONDER FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1030,AF  160103 ', 'P/W M1030,AF  160104 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"A SINGLE M1 OR M2 RAD TEST TO VERIFY SYS PERF AT END OF DIRECT-CONNECT 
BE USED DURING MAINT. M4 OR M5 RADIATION IS LMTD TO PRE-FLT TESTS AND 
CERT PLTFRMS. STG-4 CERT INTGRS W/PLTFRM ASGNMTS COVERING THE LOC OF 
INVOLVES IFF TEST SET ACTING AS THE TRANSPONDER AT DOVER AFB. TEST SET 
IS ONLY AUTHORZD TO PERFORM EQUIP CHKS ON STG-4 CERT INTGRS EQUIPPED ON 
M3/A, C AND S SHALL BE TESTED VIA DIRECT-CONNECT. TESTING IS LIMITED TO 
MAINT CHKS. M1 OR M2 TEST CAN NOT BE USED DURING PRE-FLT TEST. M5 CANT 
MAX OF 2 TEST SETS CAN OPERATE CONCURRENTLY. STOP BUZZER POC IS COMMAND 
NON STG-4 CERT INTGR/PLTFRM COMBOS REQUIRE SEPARATE GRND-TEST ASGMTS. 
NOT CAPABLE OF OPERATING IAW THE TEST PROCEDURES IN SPS-20162/1,SUCH AS 
POST 302-677-4201. MIDLANT CONCUR. GODDARD 301-342-1194, DSN 342-1194. 
SHALL BE CONDUCTED ONE TIME WITH ENGINES RUNNING TO VERIFY CRYPTO LOAD. 
THE APX-111 ON THE F-18,ARE NOT AUTHORZD TO BE TESTED UNDER THIS ASGMT. 
THIS TEST MAY BE TESTED W/O SEPARATE ASGMT,STG-4 CERT INTGRS THAT ARE ",MHB ,20260630 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436AW '],"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160510 ']",T08 ,AFAMC 16-0002 ,20160531 ,,,FX ,"['0.439 ', '1.0625 ', '0.44 ']",['0-20K '],,3 ,A ,,,,,,,,,,
171,UE ,N ,AF  160103 ,20160630 ,M1030 ,1030.0,"['ALTM ', 'ALTM ']","['11M30V1D ', '23M40V1D ']","['W.03 ', 'W.03 ']",,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,GMF ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233757 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS INTERROGATOR FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1090,AF  160105 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"301-342-1194, DSN 342-1194. 
ASSIGNMENTS. NON-STAGE 4 CERTIFIED TRANSPONDER/PLATFORM COMBINATION 
CERTIFIED TRANSPDRS EQUIPPED ON CERTIFIED PLATFORMS WITH EXISTING 
DIRECT-CONNECT MAINTENANCE CHECKS. MODE 1 OR 2 TEST CANNOT BE USED 
DURING PRE-FLT TEST AND MODE 5 TEST CANNOT BE USED DURING MAINTENANCE. 
INVOLVES TS-4530A IFF TEST SET ACTING AS THE INTERROGATOR AT DOVER AFB. 
MODE 5 RADIATION IS LIMITED TO PRE-FLT TEST AND SHALL BE CONDUCTED ONE 
OR 2 RADIATION TEST TO VERIFY SYSTEM PERFORMANCE AT END OF 
REQUIRE SEPARATE GROUND TEST ASSIGNMENTS. MODES 3/A, C, AND S SHALL BE 
STOP BUZZER POC IS COMMAND POST 302-677-4201. MIDLANT CONCUR. GODDARD 
TEST SET IS ONLY AUTHORIZED TO PERFORM EQPT CHKS ON SPS STAGE-4 
TEST WILL INVOLVE EITHER MODE 1 OR MODE 2,BUT NOT BOTH MODES 1 AND 2. 
TESTED VIA DIRECT-CONNECT METHOD. TESTING IS LIMITED TO A SINGLE MODE 1 
TIME WITH ENGINES RUNNING TO VERIFY CRYPTO KEYMAT LOAD. THE NUMBER OF 
TS-4530A TEST SETS OPERATING AT ANY GIVEN TIME WILL NOT EXCEED 2 UNITS. ",MHB ,20260630 ,,,,,,"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160508 ']",T08 ,AFAMC 16-0002 ,,,,FX ,"['0.785 ', '1.0625 ']","['235 ', '225 ']",,3 ,A ,,,,,,,,,,
172,UE ,N ,AF  160105 ,20160630 ,M1090 ,1090.0,"['ALTM ', 'ALTM ', 'ALTM ']","['10M20M1D ', '10M60M1D ', '19M30V1D ']","['W.03 ', 'W.03 ', 'W.03 ']",,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,GMF ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233765 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS TRANSPONDER FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1030,AF  160103 ', 'P/W M1030,AF  160104 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"A SINGLE M1 OR M2 RAD TEST TO VERIFY SYS PERF AT END OF DIRECT-CONNECT 
BE USED DURING MAINT. M4 OR M5 RADIATION IS LMTD TO PRE-FLT TESTS AND 
CERT PLTFRMS. STG-4 CERT INTGRS W/PLTFRM ASGNMTS COVERING THE LOC OF 
INVOLVES IFF TEST SET ACTING AS THE TRANSPONDER AT DOVER AFB. TEST SET 
IS ONLY AUTHORZD TO PERFORM EQUIP CHKS ON STG-4 CERT INTGRS EQUIPPED ON 
M3/A, C AND S SHALL BE TESTED VIA DIRECT-CONNECT. TESTING IS LIMITED TO 
MAINT CHKS. M1 OR M2 TEST CAN NOT BE USED DURING PRE-FLT TEST. M5 CANT 
MAX OF 2 TEST SETS CAN OPERATE CONCURRENTLY. STOP BUZZER POC IS COMMAND 
NON STG-4 CERT INTGR/PLTFRM COMBOS REQUIRE SEPARATE GRND-TEST ASGMTS. 
NOT CAPABLE OF OPERATING IAW THE TEST PROCEDURES IN SPS-20162/1,SUCH AS 
POST 302-677-4201. MIDLANT CONCUR. GODDARD 301-342-1194, DSN 342-1194. 
SHALL BE CONDUCTED ONE TIME WITH ENGINES RUNNING TO VERIFY CRYPTO LOAD. 
THE APX-111 ON THE F-18,ARE NOT AUTHORZD TO BE TESTED UNDER THIS ASGMT. 
THIS TEST MAY BE TESTED W/O SEPARATE ASGMT,STG-4 CERT INTGRS THAT ARE ",MHB ,20260630 ,,,,,,"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160510 ']",T08 ,AFAMC 16-0002 ,,,,FX ,"['0.439 ', '1.0625 ', '0.44 ']",['0-20K '],,3 ,A ,,,,,,,,,,
173,UE ,N ,AF  160104 ,20160630 ,M1030 ,1030.0,['ALTM '],['11M50V1D '],['W.03 '],,,,20160630 ,USAF ,,DE ,DOVER ,390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,,"DARRYL WINBORN,3026776146,160105 ",,20160701 ,GMF ,20160701 ,,,6B ,"['S ', 'V ']",390820N0752809W ,"39.138888888888886,-75.46916666666667",,,,DIPOLEARRY ,,['0 '],,DE ,DOVER ,,,,,,,['J1233758 '],3 ,Y ,"['G,TS-4530A/UPM ']",A ,"I,DOD-S ",,,A ,"['S401 ', 'S362 ', 'C031 ', 'C089 ']","['TEST SET ACTING AS INTERROGATOR FOR ', 'FLIGHT LINE TESTING OF AIRCRAFT ', 'PRIOR TO PARTICIPATION IN ', 'OPERATIONS.IFF TESTING PROCEDURES ', 'WILL BE IAW SPS-20162/1. ', 'P/W M1090,AF  160105 ', 'ASSOCIATED WITH M1030,AF  160103 ']",SUSTAINING OPERATIONS ,MAINTENANCE ,['EQUIPMENT CHECKS '],"ASSIGNMENTS. NON-STAGE 4 CERTIFIED TRANSPONDER COMBINATIONS REQUIRE 
CERTIFIED TRANSPONDERS EQUIPPED ON CERTIFIED PLATFORMS, WITH EXISTING 
GODDARD 301-342-1194, DSN 342-1194. 
INVOLVES TS-4530A IFF TEST SET ACTING AS THE INTERROGATOR AT DOVER AFB. 
RADIATION IS LIMITED TO PRE-FLIGHT TESTS AND SHALL BE CONDUCTED 1 TIME 
SEPARATE GROUND TEST ASSIGNMENTS. ASSIGNMENT IS FOR MODE 4 ONLY. MODE 4 
TEST SET IS ONLY AUTHORIZED TO PERFORM EQUIPMENT CHECKS ON SPS STAGE 4 
TS-4530A/UPM TEST SETS OPERATING AT ANY GIVEN TIME WILL NOT EXCEED 2 
UNITS. STOP BUZZER POC IS COMMAND POST 302-677-4201. MIDLANT CONCUR. 
WITH ENGINES RUNNING TO VERIFY CRYPTO KEYMAT LOAD. THE NUMBER OF ",MHB ,20260630 ,,,,,,"['2,NET ']",['J/F 12/09748/2 '],,,"['M015,IRAC 40788/3,SPS-20276/3 ', 'M018,FAA ,160426,TBOGAN,AF T160511 ']",T08 ,AFAMC 16-0002 ,,,,FX ,['0.485 '],['235 '],,3 ,A ,,,,,,,,,,
174,UE ,M ,AF  750219 ,19750222 ,M998 ,998.0,['AL '],['600K00V1A '],['K3 '],['67.8 '],,,20130312 ,USAF ,,DE ,DOVER ,390756N0752805W ,"39.132222222222225,-75.46805555555555",DOV ,,['9 '],['20 '],"TSGT KILBURN, AMC HQ, DSN 779-5542 ",A ,20130313 ,FRRS ,19751018 ,,,,"['ND ', 'V ']",390756N0752805W ,"39.132222222222225,-75.46805555555555",,,,DIPOLEARRY ,,['3 '],,DE ,DOVER ,46 ,,,,,,"['J0900827 ', 'I7507317 ', 'J0014759 ', 'I9178038 ', 'I8738968 ', 'I8106595 ']",1 ,Y ,"['G,AN/FRN45 ']",A ,"I,DOD-S ",,,A ,"['S144 ', 'S401 ']","['TACAN CH 37 (X),SVC VOL T ']",AIR OPERATIONS ,NAVAIDS ,['TACAN '],,JP ,20230312 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436AW '],,['J/F 12/05633 '],"['G,AN/FRN45 ']",,,T02 ,AFAMC 13-0017 ,20130219 ,['E '],['FAAEA '],,,,TACAN ,,A ,TACAN ,25 ,,,,,,,,
175,UE ,M ,AF  750219 ,19750222 ,M998 ,998.0,['AL '],['600K00V1A '],['K3 '],['67.8 '],,,20130312 ,USAF ,,DE ,DOVER ,390756N0752805W ,"39.132222222222225,-75.46805555555555",DOV ,,['9 '],['20 '],,,20130313 ,GMF ,,,,,"['ND ', 'V ']",390756N0752805W ,"39.132222222222225,-75.46805555555555",,,,DIPOLEARRY ,,['3 '],,DE ,DOVER ,46 ,,,,,,"['J0900827 ', 'I7507317 ', 'J0014759 ', 'I9178038 ', 'I8738968 ', 'I8106595 ']",1 ,Y ,"['G,AN/FRN45 ']",A ,"I,DOD-S ",,,A ,"['S144 ', 'S401 ']","['TACAN CH 37 (X),SVC VOL T ']",AIR OPERATIONS ,NAVAIDS ,['TACAN '],,JP ,20230312 ,,,,,,,['J/F 12/05633 '],"['G,AN/FRN45 ']",,,T02 ,AFAMC 13-0017 ,,['E '],,,,,,,A ,,25 ,,,,,,,,
176,UE ,M ,AF  959631 ,,M903 ,903.0,['MLP '],['1M50F1D '],['W.25 '],['27 '],,,,USAF ,,DE ,DOVER ,390735N0752835W ,"39.12638888888889,-75.47638888888889",,,,['24 '],"DANIEL JONES,6182295308,171120 ",A ,20180110 ,FRRS ,19960402 ,,,,"['ND ', 'V ']",390735N0752835W ,"39.12638888888889,-75.47638888888889",,,,DIPOLE ,,['3 '],,DE ,DOVER ,1 ,,,,,,,,U ,"['C,SMG3850 ']",A ,,,,A ,['S362 '],,SUSTAINING OPERATIONS ,SUPPLY AND LOGISTICS ,['INVENTORY/INVENTORY CONTROLS '],"ALL OPS/TRANSMISSIONS SHALL CEASE UNTIL THE INTERFERENCE IS ELIMINATED. 
BAR CODE SCANNER USED TO COLLECT, ORGANIZE, AND FORWARD CARGO/PASSENGER 
INTERFERENCE FROM ANY FEDERAL OR NON-FEDERAL AUTH RADIO SYSTEM, OTHER 
MOVEMENT INFO. ALL OPS WITH THIS FCC NON-LICENSED EQUIP MUST ACCEPT ANY 
NON-LICENSED DEVICES OR INDUSTRIAL, SCIENTIFIC AND MEDICAL (ISM) EQUIP. 
UPON NOTIFICATION THAT OPS UNDER THIS ASSIGNMENT IS CAUSING INTERFERENCE ",CAM ,20230110 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436APS '],,['J/F 12/07089 '],"['C,SMG3850 ']",['J/F 12/07089 '],,T18 ,AFAMC 17-0122 ,20180110 ,['E '],,,,,CONSOLIDATED AERIAL PORT SYSTEM II (CAPSII) ,,,INVEN ,,,,,,,,,
177,UE ,M ,AF  959632 ,,M905 ,905.0,['MLP '],['1M50F1D '],['W.25 '],['27 '],,,,USAF ,,DE ,DOVER ,390735N0752835W ,"39.12638888888889,-75.47638888888889",,,,['24 '],"DANIEL JONES,6182295308,171120 ",A ,20180110 ,FRRS ,19960402 ,,,,"['ND ', 'V ']",390735N0752835W ,"39.12638888888889,-75.47638888888889",,,,DIPOLE ,,['3 '],,DE ,DOVER ,1 ,,,,,,,,U ,"['C,SMG3850 ']",A ,,,,A ,['S362 '],,SUSTAINING OPERATIONS ,SUPPLY AND LOGISTICS ,['INVENTORY/INVENTORY CONTROLS '],"ALL OPS/TRANSMISSIONS SHALL CEASE UNTIL THE INTERFERENCE IS ELIMINATED. 
BAR CODE SCANNER USED TO COLLECT, ORGANIZE, AND FORWARD CARGO/PASSENGER 
INTERFERENCE FROM ANY FEDERAL OR NON-FEDERAL AUTH RADIO SYSTEM, OTHER 
MOVEMENT INFO. ALL OPS WITH THIS FCC NON-LICENSED EQUIP MUST ACCEPT ANY 
NON-LICENSED DEVICES OR INDUSTRIAL, SCIENTIFIC AND MEDICAL (ISM) EQUIP. 
UPON NOTIFICATION THAT OPS UNDER THIS ASSIGNMENT IS CAUSING INTERFERENCE ",CAM ,20230110 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436APS '],,['J/F 12/07089 '],"['C,SMG3850 ']",['J/F 12/07089 '],,T18 ,AFAMC 17-0122 ,20180110 ,['E '],,,,,CONSOLIDATED AERIAL PORT SYSTEM II (CAPSII) ,,,INVEN ,,,,,,,,,
